"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","PMID","term name","year"
"1770","21","GO Process","","protein-containing complex subunit organization","0.0365","TNFRSF1A|CETP|HMOX1|APOA1|CAT|HBA2|BAX|UBTF|FGB|TLN1|CALR|LPA|HBB|HLA-DRB1|MRPL24|ADAR|MRPL9|SQSTM1|SEC31A|MCFD2|TRAPPC3","17100","4420|4336|4352|4411|4426|4413|4463|4398|4407|4328|4375|4326|4386|4378|4363|4388|4401|4329|4358|4380|4359","","GO.0043933","0"
"483","9","GO Process","","regulation of body fluid levels","0.0365","OXT|F9|KLKB1|CLEC1B|FGB|HBB|XDH|PRKAR1A|PROS1","17100","4387|4423|4465|4402|4407|4386|4450|4322|4304","","GO.0050878","0"
"310","7","GO Process","","negative regulation of transferase activity","0.0365","DCN|SOCS3|ADAR|DUSP5|PRKAR1A|AKT1|ZFP36","17100","4418|4345|4388|4409|4322|4312|4310","","GO.0051348","0"
"98","4","GO Process","","response to cAMP","0.0365","OXT|CRHBP|FOS|ASS1","17100","4387|4309|4415|4457","","GO.0051591","0"
"311","7","GO Process","","regulation of epithelial cell proliferation","0.0369","HMOX1|BAX|ECM1|XDH|AKT1|GDF2|ZFP36","17100","4352|4463|4382|4450|4312|4362|4310","","GO.0050678","0"
"99","4","GO Process","","icosanoid metabolic process","0.0371","TNFRSF1A|CES2|CYP1A2|CYP2C8","17100","4420|4330|4371|4368","","GO.0006690","0"
"6082","53","GO Process","","regulation of cellular metabolic process","0.0375","CD4|DCN|TNFRSF1A|HMOX1|CEBPZ|APOA1|CAT|RAMP3|LRPPRC|KLKB1|HPX|FCN3|BAX|AVPR1A|UBTF|FGB|FOS|CALR|LPA|SOCS3|HBB|IFI6|CNDP1|HLA-DRB1|ETS2|ADAR|ECM1|DUSP5|ASS1|STK40|RPRD1B|YTHDF2|TDP2|XDH|IGFBP3|SQSTM1|PRKAR1A|PROS1|PLAC8|PLXNB2|DNTTIP2|MBD3|ITIH3|PUF60|AKT1|LDLR|TXNIP|GDF2|ZFP36|FPR1|HAMP|SRRT|GHR","17100","4460|4418|4420|4352|4464|4411|4426|4437|4458|4465|4346|4302|4463|4414|4398|4407|4415|4375|4326|4345|4386|4442|4307|4378|4308|4388|4382|4409|4457|4430|4354|4452|4370|4450|4315|4329|4322|4304|4342|4372|4316|4451|4435|4447|4312|4449|4323|4362|4310|4339|4376|4440|4394","","GO.0031323","0"
"55","3","GO Component","","tertiary granule lumen","0.0378","CFP|HBB|PGM1","17100","4341|4386|4406","","GO.1904724","0"
"109","4","UniProt Keywords","","FAD","0.0381","DMGDH|LDHD|FMO3|XDH","17100","4300|4350|4455|4450","","KW-0274","0"
"55","3","UniProt Keywords","","RNA-mediated gene silencing","0.0381","ADAR|ZFP36|SRRT","17100","4388|4310|4440","","KW-0943","0"
"101","4","GO Process","","regulation of lipid transport","0.0388","CETP|OXT|APOA1|AKT1","17100","4336|4387|4411|4312","","GO.0032368","0"
"56","3","GO Component","","ER to Golgi transport vesicle membrane","0.039","HLA-DRB1|SEC31A|MCFD2","17100","4378|4358|4380","","GO.0012507","0"
"237","6","GO Process","","negative regulation of cell migration","0.039","DCN|HMOX1|CERS2|CALR|IGFBP3|GDF2","17100","4418|4352|4432|4375|4315|4362","","GO.0030336","0"
"14","2","GO Process","","grooming behavior","0.0391","OXT|AVPR1A","17100","4387|4414","","GO.0007625","0"
"14","2","GO Process","","insulin-like growth factor receptor signaling pathway","0.0391","AKT1|GHR","17100","4312|4394","","GO.0048009","0"
"14","2","GO Process","","behavioral response to ethanol","0.0391","CRHBP|DBH","17100","4309|4389","","GO.0048149","0"
"2788","29","GO Process","","regulation of multicellular organismal process","0.0391","CD4|DCN|TNFRSF1A|HMOX1|OXT|APOA1|KLKB1|CERS2|CRHBP|BAX|AVPR1A|FGB|FOS|CALR|HLA-DRB1|ECM1|YTHDF2|XDH|DBH|PROS1|PLAC8|PLXNB2|AKT1|LDLR|GDF2|ZFP36|HAMP|SRRT|GHR","17100","4460|4418|4420|4352|4387|4411|4465|4432|4309|4463|4414|4407|4415|4375|4378|4382|4452|4450|4389|4304|4342|4372|4312|4449|4362|4310|4376|4440|4394","","GO.0051239","0"
"50","3","GO Process","","cellular biogenic amine metabolic process","0.0392","DMGDH|DBH|AADAT","17100","4300|4389|4453","","GO.0006576","0"
"45","3","Reactome Pathways","","Interleukin-10 signaling","0.0396","TNFRSF1A|CXCL2|FPR1","17100","4420|4391|4339","","HSA-6783783","0"
"113","4","GO Component","","endoplasmic reticulum-Golgi intermediate compartment","0.0403","FTCD|ANPEP|CALR|MCFD2","17100","4392|4311|4375|4380","","GO.0005793","0"
"167","5","GO Process","","regulation of I-kappaB kinase/NF-kappaB signaling","0.0403","CD4|TNFRSF1A|HLA-DRB1|SQSTM1|AKT1","17100","4460|4420|4378|4329|4312","","GO.0043122","0"
"51","3","GO Process","","regulation of lipid catabolic process","0.041","APOA1|AKT1|LDLR","17100","4411|4312|4449","","GO.0050994","0"
"793","12","GO Process","","tube development","0.0411","HMOX1|CAT|BAX|ANPEP|CYP1A2|ADAMTSL2|ECM1|PHGDH|ASS1|STK40|PLXNB2|GDF2","17100","4352|4426|4463|4311|4371|4397|4382|4400|4457|4430|4372|4362","","GO.0035295","0"
"104","4","GO Process","","negative regulation of extrinsic apoptotic signaling pathway","0.0411","HMOX1|FGB|IFI6|AKT1","17100","4352|4407|4442|4312","","GO.2001237","0"
"1616","19","GO Component","","organelle subcompartment","0.0412","CD4|TNFRSF1A|HMOX1|CYP26A1|CERS2|FTCD|BAX|CALR|CYP1A2|HLA-DRB1|FMO3|APH1A|CYP2C8|CYP4A22|RND3|PROS1|SEC31A|MCFD2|TRAPPC3","17100","4460|4420|4352|4366|4432|4392|4463|4375|4371|4378|4455|4343|4368|4384|4390|4304|4358|4380|4359","","GO.0031984","0"
"2448","27","GO Function","","hydrolase activity","0.0413","HMOX1|F9|CAT|CFP|LRPPRC|KLKB1|FCN3|FCN2|ANPEP|RND1|CES2|LPA|COLEC10|GANAB|ADAMTSL2|CNDP1|ADAR|APH1A|DUSP5|CPN1|RND3|TDP2|IDI1|GNE|COLEC11|MBD3|C1R","17100","4352|4423|4426|4341|4458|4465|4302|4301|4311|4393|4330|4326|4436|4444|4397|4307|4388|4343|4409|4443|4390|4370|4335|4334|4433|4451|4439","","GO.0016787","0"
"169","5","GO Process","","electron transport chain","0.0414","DMGDH|CYP1A2|PHGDH|AKR1A1|XDH","17100","4300|4371|4400|4410|4450","","GO.0022900","0"
"43","3","GO Function","","peptide hormone binding","0.0419","CRHBP|AVPR1A|GHR","17100","4309|4414|4394","","GO.0017046","0"
"90","4","GO Function","","hormone binding","0.0419","CRHBP|AVPR1A|CALR|GHR","17100","4309|4414|4375|4394","","GO.0042562","0"
"4170","40","GO Function","","cation binding","0.0419","CD4|CETP|HMOX1|F9|CYP26A1|APOA1|CAT|RNF11|HBA2|ITGA9|HPX|FCN3|FCN2|ANPEP|MT1E|CALR|ZYX|HBB|CYP1A2|CNDP1|CSRP1|ADAR|CPN1|PGM1|CYP2C8|CYP4A22|TDP2|XDH|IGFBP3|IDI1|SQSTM1|DBH|PROS1|GNE|MCFD2|COLEC11|ADH1C|C1R|LDLR|ZFP36","17100","4460|4336|4352|4423|4366|4411|4426|4381|4413|4431|4346|4302|4301|4311|4333|4375|4462|4386|4371|4307|4395|4388|4443|4406|4368|4384|4370|4450|4315|4335|4329|4389|4304|4334|4380|4433|4438|4439|4449|4310","","GO.0043169","0"
"44","3","KEGG Pathways","","Fatty acid degradation","0.042","EHHADH|CYP4A22|ADH1C","17100","4425|4384|4438","","hsa00071","0"
"52","3","GO Process","","positive regulation of myeloid leukocyte differentiation","0.0422","CD4|FOS|HLA-DRB1","17100","4460|4415|4378","","GO.0002763","0"
"52","3","GO Process","","response to zinc ion","0.0422","MT1E|ASS1|HAMP","17100","4333|4457|4376","","GO.0010043","0"
"15","2","GO Process","","oxygen transport","0.0422","HBA2|HBB","17100","4413|4386","","GO.0015671","0"
"15","2","GO Process","","sleep","0.0422","OXT|FOS","17100","4387|4415","","GO.0030431","0"
"15","2","GO Process","","T cell apoptotic process","0.0422","BAX|AKT1","17100","4463|4312","","GO.0070231","0"
"57","4","Pfam","","Cytochrome P450","0.0423","CYP26A1|CYP1A2|CYP2C8|CYP4A22","17100","4366|4371|4368|4384","","PF00067","0"
"432","8","UniProt Keywords","","Host-virus interaction","0.0429","CD4|TNFRSF1A|HPX|BAX|ANPEP|TLN1|ZYX|LDLR","17100","4460|4420|4346|4463|4311|4328|4462|4449","","KW-0945","0"
"1695","20","GO Process","","regulation of cell differentiation","0.0429","CD4|TNFRSF1A|CETP|APOA1|CERS2|FGB|FOS|CALR|SOCS3|HLA-DRB1|YTHDF2|XDH|IGFBP3|PLXNB2|AKT1|LDLR|GDF2|ZFP36|HAMP|SRRT","17100","4460|4420|4336|4411|4432|4407|4415|4375|4345|4378|4452|4450|4315|4372|4312|4449|4362|4310|4376|4440","","GO.0045595","0"
"106","4","GO Process","","monocarboxylic acid catabolic process","0.0429","CYP26A1|EHHADH|AKR1A1|HAO2","17100","4366|4425|4410|4357","","GO.0072329","0"
"505","9","GO Process","","cellular response to organic cyclic compound","0.0434","RAMP3|CRHBP|CALR|ADAR|ASS1|AKT1|ZFP36|HAMP|SRRT","17100","4437|4309|4375|4388|4457|4312|4310|4376|4440","","GO.0071407","0"
"53","3","GO Process","","positive regulation of protein localization to plasma membrane","0.0436","RAMP3|SQSTM1|AKT1","17100","4437|4329|4312","","GO.1903078","0"
"13","2","Reactome Pathways","","GRB2:SOS provides linkage to MAPK signaling for Integrins","0.0442","FGB|TLN1","17100","4407|4328","","HSA-354194","0"
"173","5","GO Process","","negative regulation of multi-organism process","0.0444","FCN3|CALR|ADAR|SQSTM1|ZFP36","17100","4302|4375|4388|4329|4310","","GO.0043901","0"
"45","3","GO Function","","cholesterol binding","0.0446","CETP|APOA1|APOF","17100","4336|4411|4351","","GO.0015485","0"
"12","2","GO Function","","intramolecular oxidoreductase activity, transposing C=C bonds","0.0446","EHHADH|IDI1","17100","4425|4335","","GO.0016863","0"
"388","8","GO Function","","enzyme inhibitor activity","0.0452","DCN|APOA1|LPA|SOCS3|PRKAR1A|PROS1|ITIH3|TXNIP","17100","4418|4411|4326|4345|4322|4304|4435|4323","","GO.0004857","0"
"174","5","GO Process","","regulation of viral process","0.0453","CD4|FCN3|HLA-DRB1|ADAR|ZFP36","17100","4460|4302|4378|4388|4310","","GO.0050792","0"
"54","3","GO Process","","negative regulation of cytokine-mediated signaling pathway","0.0454","APOA1|ADAR|ECM1","17100","4411|4388|4382","","GO.0001960","0"
"16","2","GO Process","","glycine metabolic process","0.0454","SDS|PHGDH","17100","4314|4400","","GO.0006544","0"
"175","5","GO Process","","endoplasmic reticulum to Golgi vesicle-mediated transport","0.0454","F9|PROS1|SEC31A|MCFD2|TRAPPC3","17100","4423|4304|4358|4380|4359","","GO.0006888","0"
"54","3","GO Process","","cholesterol transport","0.0454","CETP|APOA1|LDLR","17100","4336|4411|4449","","GO.0030301","0"
"16","2","GO Process","","positive regulation of renal sodium excretion","0.0454","OXT|AVPR1A","17100","4387|4414","","GO.0035815","0"
"512","9","GO Process","","positive regulation of MAPK cascade","0.0454","CD4|RAMP3|FGB|HLA-DRB1|DUSP5|XDH|IGFBP3|FPR1|GHR","17100","4460|4437|4407|4378|4409|4450|4315|4339|4394","","GO.0043410","0"
"16","2","GO Process","","positive regulation of fatty acid biosynthetic process","0.0454","APOA1|AVPR1A","17100","4411|4414","","GO.0045723","0"
"420","8","GO Process","","regulation of peptidase activity","0.0454","BAX|LPA|IFI6|ECM1|XDH|PROS1|ITIH3|AKT1","17100","4463|4326|4442|4382|4450|4304|4435|4312","","GO.0052547","0"
"54","3","GO Process","","cellular response to fatty acid","0.0454","ASS1|AKT1|LDLR","17100","4457|4312|4449","","GO.0071398","0"
"807","12","GO Process","","circulatory system development","0.0454","TNFRSF1A|HMOX1|OXT|BAX|ANPEP|CALR|SOCS3|ECM1|PRKAR1A|MBD3|AKT1|GDF2","17100","4420|4352|4387|4463|4311|4375|4345|4382|4322|4451|4312|4362","","GO.0072359","0"
"109","4","GO Process","","mucopolysaccharide metabolic process","0.0454","DCN|LYVE1|ITIH3|AKT1","17100","4418|4456|4435|4312","","GO.1903510","0"
"251","6","GO Process","","positive regulation of cytosolic calcium ion concentration","0.0455","CD4|OXT|RAMP3|BAX|AVPR1A|FPR1","17100","4460|4387|4437|4463|4414|4339","","GO.0007204","0"
"251","6","GO Process","","negative regulation of peptidase activity","0.0455","LPA|IFI6|ECM1|PROS1|ITIH3|AKT1","17100","4326|4442|4382|4304|4435|4312","","GO.0010466","0"
"176","5","GO Process","","cellular response to biotic stimulus","0.0455","ASS1|AKT1|TXNIP|ZFP36|HAMP","17100","4457|4312|4323|4310|4376","","GO.0071216","0"
"60","3","UniProt Keywords","","Pyridoxal phosphate","0.0456","SDS|FTCD|AADAT","17100","4314|4392|4453","","KW-0663","0"
"4738","43","GO Process","","signal transduction","0.0456","CD4|DCN|TNFRSF1A|HMOX1|OXT|APOA1|RAMP3|LYVE1|ITGA9|CRHBP|BAX|CLEC1B|AVPR1A|ANPEP|FGB|FOS|RND1|TLN1|CALR|ZYX|SOCS3|IFI6|HLA-DRB1|ADAR|ECM1|APH1A|DUSP5|CAP1|RND3|TDP2|SQSTM1|PRKAR1A|SEC31A|PLXNB2|IGFALS|CXCL2|LY6E|AKT1|TXNIP|GDF2|ZFP36|FPR1|GHR","17100","4460|4418|4420|4352|4387|4411|4437|4456|4431|4309|4463|4402|4414|4311|4407|4415|4393|4328|4375|4462|4345|4442|4378|4388|4382|4343|4409|4408|4390|4370|4329|4322|4358|4372|4324|4391|4332|4312|4323|4362|4310|4339|4394","","GO.0007165","0"
"55","3","GO Process","","positive regulation of calcium ion transport into cytosol","0.0456","CD4|RAMP3|BAX","17100","4460|4437|4463","","GO.0010524","0"
"55","3","GO Process","","monosaccharide biosynthetic process","0.0456","SDS|PGM1|AKR1A1","17100","4314|4406|4410","","GO.0046364","0"
"252","6","GO Process","","positive regulation of ion transport","0.0457","CD4|OXT|RAMP3|BAX|AVPR1A|AKT1","17100","4460|4387|4437|4463|4414|4312","","GO.0043270","0"
"177","5","GO Process","","regulation of blood pressure","0.0459","HMOX1|OXT|AVPR1A|ANPEP|HBB","17100","4352|4387|4414|4311|4386","","GO.0008217","0"
"19","2","UniProt Keywords","","Glucose metabolism","0.0462","PGM1|AKT1","17100","4406|4312","","KW-0313","0"
"516","9","GO Process","","regulation of system process","0.0464","TNFRSF1A|OXT|APOA1|CRHBP|AVPR1A|FGB|DBH|AKT1|HAMP","17100","4420|4387|4411|4309|4414|4407|4389|4312|4376","","GO.0044057","0"
"254","6","GO Process","","negative regulation of protein kinase activity","0.047","DCN|SOCS3|ADAR|DUSP5|PRKAR1A|AKT1","17100","4418|4345|4388|4409|4322|4312","","GO.0006469","0"
"56","3","GO Process","","regulation of organic acid transport","0.047","OXT|AVPR1A|AKT1","17100","4387|4414|4312","","GO.0032890","0"
"17","2","GO Process","","blood coagulation, intrinsic pathway","0.0479","F9|KLKB1","17100","4423|4465","","GO.0007597","0"
"17","2","GO Process","","high-density lipoprotein particle remodeling","0.0479","CETP|APOA1","17100","4336|4411","","GO.0034375","0"
"17","2","GO Process","","reverse cholesterol transport","0.0479","CETP|APOA1","17100","4336|4411","","GO.0043691","0"
"4898","44","GO Process","","positive regulation of cellular process","0.0479","CD4|DCN|TNFRSF1A|HMOX1|OXT|CEBPZ|APOA1|CAT|RAMP3|HBA2|KLKB1|HPX|BAX|AVPR1A|UBTF|FGB|FOS|CALR|SOCS3|HBB|HLA-DRB1|ETS2|ECM1|DUSP5|ASS1|RPRD1B|YTHDF2|SRPX|XDH|IGFBP3|SQSTM1|PRKAR1A|PLAC8|PLXNB2|CXCL2|AKT1|LDLR|TXNIP|GDF2|ZFP36|FPR1|HAMP|SRRT|GHR","17100","4460|4418|4420|4352|4387|4464|4411|4426|4437|4413|4465|4346|4463|4414|4398|4407|4415|4375|4345|4386|4378|4308|4382|4409|4457|4354|4452|4379|4450|4315|4329|4322|4342|4372|4391|4312|4449|4323|4362|4310|4339|4376|4440|4394","","GO.0048522","0"
"180","5","GO Process","","positive regulation of peptidyl-tyrosine phosphorylation","0.0479","CD4|TNFRSF1A|HPX|SOCS3|GHR","17100","4460|4420|4346|4345|4394","","GO.0050731","0"
"17","2","GO Process","","negative regulation of digestive system process","0.0479","OXT|HAMP","17100","4387|4376","","GO.0060457","0"
"4958","44","GO Component","","cytosol","0.0482","HMOX1|EHHADH|APOA1|CAT|HBA2|SDS|BTBD1|PLIN2|FTCD|BAX|FOS|RND1|TLN1|CALR|ZYX|SLC25A20|SOCS3|HBB|UBA1|CNDP1|ETS2|GUK1|PHGDH|PGM1|AKR1A1|ASS1|STK40|RPRD1B|YTHDF2|XDH|IDI1|SQSTM1|HDLBP|PRKAR1A|SEC31A|GNE|DNAJC7|ADH1C|AKT1|TXNIP|ZFP36|TRAPPC3|GHR|HAO2","17100","4352|4425|4411|4426|4413|4314|4349|4428|4392|4463|4415|4393|4328|4375|4462|4448|4345|4386|4373|4307|4308|4396|4400|4406|4410|4457|4430|4354|4452|4450|4335|4329|4305|4322|4358|4334|4424|4438|4312|4323|4310|4359|4394|4357","","GO.0005829","0"
"191","5","GO Component","","cytoplasmic ribonucleoprotein granule","0.0482","BTBD1|YTHDF2|SQSTM1|ZFP36|GHR","17100","4349|4452|4329|4310|4394","","GO.0036464","0"
"113","4","GO Process","","glucose metabolic process","0.0482","SDS|PGM1|AKR1A1|AKT1","17100","4314|4406|4410|4312","","GO.0006006","0"
"14","2","Reactome Pathways","","Translocation of ZAP-70 to Immunological synapse","0.0492","CD4|HLA-DRB1","17100","4460|4378","","HSA-202430","0"
"14","2","Reactome Pathways","","p130Cas linkage to MAPK signaling for integrins","0.0492","FGB|TLN1","17100","4407|4328","","HSA-372708","0"
"14","2","Reactome Pathways","","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","0.0492","RND1|TLN1","17100","4393|4328","","HSA-399955","0"
"14","2","Reactome Pathways","","Response to metal ions","0.0492","MT1E|CSRP1","17100","4333|4395","","HSA-5660526","0"
"20","2","GO Component","","very-low-density lipoprotein particle","0.0494","APOA1|LSR","17100","4411|4412","","GO.0034361","0"
"431","8","GO Process","","response to peptide","0.0497","OXT|CAT|CRHBP|AVPR1A|ASS1|PRKAR1A|AKT1|GHR","17100","4387|4426|4309|4414|4457|4322|4312|4394","","GO.1901652","0"
